Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Player_Captain,Opposit_captain,Player_keeper,Opposit_keeper
1082592,306,SPD Smith,6/2/1989,Right-hand bat,Legbreak googly,India,Captain,Rising Pune Supergiants,Mumbai Indians,SPD Smith,RG Sharma,MS Dhoni,PA Patel
1082592,375,JJ Bumrah,12/6/1993,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Rising Pune Supergiants,RG Sharma,SPD Smith,PA Patel,MS Dhoni
1082592,377,TG Southee,12/11/1988,Right-hand bat,Right-arm medium-fast,New Zealand,Player,Mumbai Indians,Rising Pune Supergiants,RG Sharma,SPD Smith,PA Patel,MS Dhoni
1082592,386,Imran Tahir,3/27/1979,Right-hand bat,Legbreak googly,India,Player,Rising Pune Supergiants,Mumbai Indians,SPD Smith,RG Sharma,MS Dhoni,PA Patel
1082592,400,HH Pandya,10/11/1993,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Rising Pune Supergiants,RG Sharma,SPD Smith,PA Patel,MS Dhoni
1082592,403,MJ McClenaghan,6/11/1986,Left-hand bat,Left-arm fast-medium,New Zealand,Player,Mumbai Indians,Rising Pune Supergiants,RG Sharma,SPD Smith,PA Patel,MS Dhoni
1082592,407,JC Buttler,9/8/1990,Right-hand bat,NULL,England,Player,Mumbai Indians,Rising Pune Supergiants,RG Sharma,SPD Smith,PA Patel,MS Dhoni
1082592,413,KH Pandya,3/24/1991,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Rising Pune Supergiants,RG Sharma,SPD Smith,PA Patel,MS Dhoni
1082592,430,A Zampa,3/31/1992,Right-hand bat,Legbreak googly,Australia,Player,Rising Pune Supergiants,Mumbai Indians,SPD Smith,RG Sharma,MS Dhoni,PA Patel
1082592,431,N Rana,12/27/1993,Left-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rising Pune Supergiants,RG Sharma,SPD Smith,PA Patel,MS Dhoni
1082592,465,DL Chahar,8/7/1992,Right-hand bat,Right-arm medium,India,Player,Rising Pune Supergiants,Mumbai Indians,SPD Smith,RG Sharma,MS Dhoni,PA Patel
1082592,476,BA Stokes,6/4/1991,Left-hand bat,Right-arm fast-medium,England,Player,Rising Pune Supergiants,Mumbai Indians,SPD Smith,RG Sharma,MS Dhoni,PA Patel
1082593,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,14,P Kumar,10/2/1986,Right-hand bat,Right-arm medium,India,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Captain,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Keeper,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,80,DS Kulkarni,12/10/1988,Right-hand bat,Right-arm medium,India,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,88,KD Karthik,6/1/1985,Right-hand bat,NULL,India,Keeper,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,96,MK Pandey,9/10/1989,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,120,MS Gony,1/4/1984,Right-hand bat,Right-arm medium,India,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,147,DR Smith,4/12/1983,Right-hand bat,Right-arm medium,West Indies,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,186,SB Jakati,11/27/1980,Left-hand bat,Slow left-arm orthodox,India,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,254,AJ Finch,11/17/1986,Right-hand bat,Slow left-arm orthodox,Australia,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,308,SA Yadav,9/14/1990,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,315,SP Narine,5/26/1988,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,336,CA Lynn,4/10/1990,Right-hand bat,Slow left-arm orthodox,Australia,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,432,S Kaushik,9/7/1995,Right-hand bat,Slow left-arm chinaman,India,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082593,458,TA Boult,7/22/1989,Right-hand bat,Left-arm fast-medium,New Zealand,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,462,Kuldeep Yadav,12/14/1994,Left-hand bat,Slow left-arm chinaman,India,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,479,CR Woakes,3/2/1989, Right-hand bat,Right-arm fast-medium,England,Player,Kolkata Knight Riders,Gujarat Lions,G Gambhir,SK Raina,RV Uthappa,KD Karthik
1082593,481,JJ Roy,7/21/1990, Right-hand bat,NULL,England,Player,Gujarat Lions,Kolkata Knight Riders,SK Raina,G Gambhir,KD Karthik,RV Uthappa
1082594,20,MS Dhoni,7/7/1981,Right-hand bat,Right-arm medium,India,Keeper,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,62,WP Saha,10/24/1984,Right-hand bat,NULL,India,Keeper,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,85,AM Rahane,6/6/1988,Right-hand bat,Right-arm medium,India,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,87,MK Tiwary,11/14/1985,Right-hand bat,Legbreak googly,India,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,89,R Bhatia,10/22/1979,Right-hand bat,Right-arm medium-fast,India,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,106,AB Dinda,3/25/1984,Right-hand bat,Right-arm medium-fast,India,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,258,DT Christian,5/4/1983,Right-hand bat,Right-arm fast-medium,Australia,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,260,MA Agarwal,2/16/1991,Right-hand bat,NULL,India,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,305,GJ Maxwell,10/14/1988,Right-hand bat,Right-arm offbreak,Australia,Captain,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,306,SPD Smith,6/2/1989,Right-hand bat,Legbreak googly,India,Captain,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,320,DA Miller,6/10/1989,Left-hand bat,Right-arm offbreak,South Africa,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,345,M Vohra,7/18/1993,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,364,MM Sharma,9/18/1988,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,367,Sandeep Sharma,5/18/1993,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,374,AR Patel,1/20/1994,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,386,Imran Tahir,3/27/1979,Right-hand bat,Legbreak googly,India,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,409,MP Stoinis,8/16/1989,Right-hand bat,Right-arm medium,Australia,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,424,Swapnil Singh,1/22/1991,Right-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,427,HM Amla,3/31/1983,Right-hand bat,Right-arm offbreak,South Africa,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082594,476,BA Stokes,6/4/1991,Left-hand bat,Right-arm fast-medium,England,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,490,RD Chahar,8/4/1999,Right-hand bat,Legbreak googly,India,Player,Rising Pune Supergiants,Kings XI Punjab,SPD Smith,GJ Maxwell,MS Dhoni,WP Saha
1082594,493,T Natarajan,5/27/1991,Left-hand bat,Left-arm medium,India,Player,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,SPD Smith,WP Saha,MS Dhoni
1082595,15,Z Khan,10/7/1978,Right-hand bat,Left-arm fast-medium,India,Captain,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,32,SR Watson,6/17/1981,Right-hand bat,Right-arm fast-medium,Australia,Captain,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,140,Iqbal Abdulla,12/2/1989,Left-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,207,AP Tare,11/7/1987,Right-hand bat,NULL,India,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,236,Mandeep Singh,12/18/1991,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,237,KM Jadhav,3/26/1985,Right-hand bat,Right-arm offbreak,India,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,255,STR Binny,6/3/1984,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,293,S Nadeem,8/12/1989,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,322,P Negi,1/6/1993,Left-hand bat,Slow left-arm orthodox,India,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,339,KK Nair,12/6/1991,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,350,CH Morris,4/30/1987,Right-hand bat,Right-arm fast-medium,South Africa,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,351,SV Samson,11/11/1994,Right-hand bat,NULL,India,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,382,YS Chahal,7/23/1990,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,405,PJ Cummins,5/8/1993,Right-hand bat,Right-arm fast,Australia,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,408,CR Brathwaite,7/18/1988,Right-hand bat,Right-arm fast-medium,West Indies,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,420,RR Pant,10/4/1997,Left-hand bat,NULL,India,Keeper,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,421,SW Billings,6/15/1991,Right-hand bat,NULL,England,Player,Delhi Daredevils,Royal Challengers Bangalore,Z Khan,SR Watson,RR Pant,Vishnu Vinod
1082595,475,B Stanlake,11/4/1994,Left-hand bat,Right-arm fast,Australia,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,495,TS Mills,8/12/1992,Right-hand bat, Left-arm fast,England,Player,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082595,496,Vishnu Vinod,12/2/1993,Right-hand bat,NULL,India,Keeper,Royal Challengers Bangalore,Delhi Daredevils,SR Watson,Z Khan,Vishnu Vinod,RR Pant
1082596,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,14,P Kumar,10/2/1986,Right-hand bat,Right-arm medium,India,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Captain,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,27,Yuvraj Singh,12/12/1981,Left-hand bat,Slow left-arm orthodox,India,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,42,S Dhawan,12/5/1985,Left-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,80,DS Kulkarni,12/10/1988,Right-hand bat,Right-arm medium,India,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,88,KD Karthik,6/1/1985,Right-hand bat,NULL,India,Keeper,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,147,DR Smith,4/12/1983,Right-hand bat,Right-arm medium,West Indies,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,163,MC Henriques,2/1/1987,Right-hand bat,Right-arm fast-medium,Australia,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,183,NV Ojha,7/20/1983,Right-hand bat,NULL,India,Keeper,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Captain,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,228,Bipul Sharma,9/28/1983,Left-hand bat,Slow left-arm orthodox,India,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,254,AJ Finch,11/17/1986,Right-hand bat,Slow left-arm orthodox,Australia,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,299,B Kumar,2/5/1990,Right-hand bat,Right-arm medium,India,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,385,BCJ Cutting,1/30/1987,Right-hand bat,Right-arm fast-medium,Australia,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,394,DJ Hooda,4/19/1995,Right-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,432,S Kaushik,9/7/1995,Right-hand bat,Slow left-arm chinaman,India,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,477,Basil Thampi,9/11/1993,Right-hand bat, Right-arm fast-medium,India,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,481,JJ Roy,7/21/1990, Right-hand bat,NULL,England,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082596,489,Rashid Khan,11/20/1998,Right-hand bat,Legbreak googly,Afghanistan,Player,Sunrisers Hyderabad,Gujarat Lions,DA Warner,SK Raina,NV Ojha,KD Karthik
1082596,494,Tejas Baroka,2/1/1996,Right-hand bat,Legbreak googly,India,Player,Gujarat Lions,Sunrisers Hyderabad,SK Raina,DA Warner,KD Karthik,NV Ojha
1082597,17,PA Patel,3/9/1985,Left-hand bat,NULL,India,Keeper,Mumbai Indians,Kolkata Knight Riders,RG Sharma,G Gambhir,PA Patel,RV Uthappa
1082597,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Keeper,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,50,Harbhajan Singh,7/3/1980,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kolkata Knight Riders,RG Sharma,G Gambhir,PA Patel,RV Uthappa
1082597,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kolkata Knight Riders,RG Sharma,G Gambhir,PA Patel,RV Uthappa
1082597,96,MK Pandey,9/10/1989,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Kolkata Knight Riders,RG Sharma,G Gambhir,PA Patel,RV Uthappa
1082597,221,KA Pollard,5/12/1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kolkata Knight Riders,RG Sharma,G Gambhir,PA Patel,RV Uthappa
1082597,308,SA Yadav,9/14/1990,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,315,SP Narine,5/26/1988,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,336,CA Lynn,4/10/1990,Right-hand bat,Slow left-arm orthodox,Australia,Player,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,344,AS Rajpoot,12/4/1993,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Mumbai Indians,G Gambhir,RG Sharma,RV Uthappa,PA Patel
1082597,375,JJ Bumrah,12/6/1993,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kolkata Knight Riders,RG Sharma,G Gambhir,PA Patel,RV Uthappa
1082597,400,HH Pandya,10/11/1993,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Kolkata Knight Riders,RG Sharma,G Gambhir,PA Patel,RV Uthappa
